country,alum_survey,survey_year,consent,gep_id,school_graduation,year_program,same_residence,girl_age,n2_a1,n2_a2,n2_a3,n2_a4,n2_a5,n2_a6,n2_a7,n2_a8,n2_a9,n3_b1,n3_b2,n3_b3,n3_b4,n3_b5,n4_c1,n4_c2_a,n4_c2_b,n4_c2_c,n4_c2_d,n4_c2_e,n4_c2_f,n4_c2_g,n4_c2_h,n4_c2_i,n4_c2_j,n4_c2_k,n4_c3_a,n4_c3_b,n4_c3_c,n4_c3_d,n4_c3_e,n4_c3_f,n4_c3_g,n4_c3_h,n4_c3_i,n4_c3_j,n4_c3_k,n5_d1,n5_d2,n5_d3,n5_d4,n5_d5,n5_d6,n5_d7,n2_a4_KH,n2_a5_KH,n2_a4_NP,n2_a5_NP
Tanzania,0,2024,Yes,TZ-GEP-17-0392,2023,4,Yes,19,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0168,2023,4,Yes,18,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0293,2023,4,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0133,2023,4,0,18,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0038,2023,4,Yes,18,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,0,No,No,No,No,Yes,No,No,No,No,No,No,,,,,Partially,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0237,2023,4,Yes,18,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,Yes,Very helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-17-0790,2023,4,Yes,18,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0069,2023,4,0,18,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0021,2023,4,0,17,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-17-0361,2023,7,Yes,17,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0280,2023,4,Yes,18,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0062,2023,4,Yes,18,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-22-0393,2023,2,0,18,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Not at all helpful,No,To a great extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0039,2023,4,Yes,20,0,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0176,2023,4,Yes,17,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0420,2023,4,Yes,19,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0198,2023,4,0,18,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-17-0310,2023,7,Yes,17,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To a great extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-17-0208,2023,7,Yes,20,0,0,,,,,0,Yes,Yes,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0033,2023,4,0,17,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,0,No,No,Yes,No,Yes,No,No,No,No,No,Yes,,,Partially,,Partially,,,,,,Partially,0,Yes,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-20-0252,2023,4,Yes,19,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
Tanzania,0,2024,Yes,TZ-GEP-17-0122,2023,7,Yes,18,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0043,2018,4,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0482,2018,4,0,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-16-0656,2018,4,Yes,23,0,0,,,,,0,Yes,Yes,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0280,2018,4,Yes,23,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,Yes,Yes,0,Married,21,Yes,1,22,"yes, all the time",Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Partially,,,,Yes,No,,Yes,No,,No,Yes,Yes,0,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0123,2018,4,Yes,22,Yes,0,Yes,Other,,,0,0,,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0286,2018,4,0,24,0,0,,,,,0,0,,Married,23,Yes,1,24,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0481,2018,4,0,23,Yes,Yes,,,University,Full time,0,0,,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-17-0148,2018,2,Yes,22,Yes,0,Yes,Other,,,0,0,,Married,21,Yes,1,21,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0549,2018,4,0,24,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0306,2018,4,0,22,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,Yes,0,0,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Not at all helpful,No,Not at all,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0090,2018,4,0,22,Yes,Yes,,,University,Full time,0,0,,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0032,2018,4,Yes,22,Yes,0,Yes,Other,,,0,0,,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0530,2018,4,0,23,0,0,,,,,0,0,,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0120,2018,4,0,23,Yes,Yes,,,University,Full time,Yes,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0272,2018,4,Yes,23,Yes,0,0,,,,Yes,0,0,Never married,,,,,0,No,No,No,Yes,No,No,No,No,No,No,No,,,,Yes,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0239,2018,4,Yes,22,Yes,0,Yes,Other,,,0,0,,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0405,2018,4,Yes,25,0,0,,,,,Yes,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To some extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0387,2018,4,Yes,23,0,0,,,,,0,0,,Married,20,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Not at all helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0018,2018,4,Yes,23,Yes,0,Yes,Other,,,0,0,,No response,,,,,0,No,No,No,Yes,No,No,No,No,No,No,No,,,,Yes,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0491,2018,4,0,23,Yes,Yes,,,University,Full time,0,0,,Engaged to be married,,,,,0,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,,,Yes,,,Yes,,Yes,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0525,2018,4,Yes,23,0,0,,,,,0,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0291,2018,4,Yes,21,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,0,Yes,0,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0130,2018,4,0,22,Yes,0,0,,,,Yes,0,Yes,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0389,2018,4,0,22,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0408,2018,4,0,23,0,0,,,,,0,0,,Never married,,,,,0,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,,,,,,Yes,Yes,Partially,Yes,,,0,Yes,0,Yes,Not at all helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0302,2018,4,0,25,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,0,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0151,2018,4,0,23,Yes,Yes,,,University,Full time,0,Yes,Yes,Never married,,,,,0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,,Yes,,Yes,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0211,2018,4,0,22,0,0,,,,,Yes,Yes,0,Married,20,Yes,2,19,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0645,2018,4,0,23,0,0,,,,,0,Yes,Yes,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0718,2018,4,Yes,22,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0643,2018,4,Yes,23,Yes,Yes,,,University,Full time,0,Yes,0,Never married,,,,,0,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,,Yes,,Yes,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0466,2018,4,Yes,21,Yes,0,Yes,Other,,,Yes,0,Yes,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0679,2018,4,Yes,21,Yes,0,Yes,Other,,,Yes,0,Yes,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0145,2018,4,Yes,22,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To some extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0432,2018,4,Yes,22,Yes,Yes,,,Other,0,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,Yes,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0149,2018,4,0,22,Yes,Yes,,,University,Full time,0,0,,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0531,2018,4,Yes,22,0,0,,,,,0,0,,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0229,2018,4,0,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,Yes,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0639,2018,4,Yes,23,Yes,0,Yes,Other,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2023,Yes,TZ-GEP-15-0180,2018,4,0,24,0,0,,,,,0,Yes,0,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-15-0449,2019,4,0,25,0,0,,,,,Yes,0,Yes,Married,23,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,Yes,Not at all helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0216,2019,4,Yes,23,0,0,,,,,Yes,Yes,0,Married,22,Yes,1,22,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0715,2019,4,0,24,0,0,,,,,Yes,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Not at all helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0445,2019,4,Yes,22,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0153,2019,4,Yes,23,0,0,,,,,0,0,,Married,20,Yes,2,20,0,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,Yes,0,0,0,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0039,2019,4,0,24,0,0,,,,,Yes,Yes,Yes,Never married,,,,,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,,No,Yes,Yes,,Yes,,Yes,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0338,2019,4,Yes,21,Yes,0,Yes,Other,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0446,2019,4,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0036,2019,4,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,Yes,Yes,Married,20,Yes,1,21,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-18-0419,2019,2,0,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0695,2019,4,0,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0120,2019,4,0,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0096,2019,4,Yes,23,Yes,0,Yes,Other,,,0,Yes,0,Married,23,Yes,1,21,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0115,2019,4,Yes,24,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,0,No,No,Yes,Yes,No,No,No,No,No,No,No,,,No,Yes,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-18-0440,2019,2,0,21,Yes,Yes,,,University,Full time,0,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,0,,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0693,2019,4,Yes,22,0,0,,,,,0,0,,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0644,2019,4,0,21,Yes,Yes,,,University,Full time,0,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0397,2019,4,0,21,Yes,Yes,,,Medical Degree,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0346,2019,4,0,21,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0146,2019,4,Yes,23,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0664,2019,4,Yes,21,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,0,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0626,2019,4,Yes,22,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,No response,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0158,2019,4,Yes,23,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0413,2019,4,Yes,22,0,0,,,,,0,Yes,0,Never married,,,,,0,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,,,No,Partially,,,Partially,Partially,,,No,0,Yes,Yes,Yes,Not at all helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0311,2019,4,0,23,0,0,,,,,0,0,,Married,22,Yes,1,21,0,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,,,,Yes,,,Yes,0,Yes,Yes,Yes,Not at all helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0378,2019,4,Yes,23,Yes,0,0,,,,0,Yes,0,Never married,,,,,0,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,,,No,Partially,,Yes,,,,,Partially,Yes,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0180,2019,4,Yes,26,0,0,,,,,0,Yes,0,Married,23,Yes,2,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0344,2019,4,Yes,24,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,Yes,0,0,Never married,,,,,0,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,,,,Partially,,,Yes,Yes,,,Yes,0,0,0,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0396,2019,4,0,24,0,0,,,,,0,Yes,0,Never married,,,,,0,No,No,Yes,No,No,No,No,No,No,No,No,,,Partially,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0320,2019,4,Yes,22,Yes,0,Yes,University,,,0,0,,Never married,,,,,0,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,,,Yes,,Yes,,,Yes,,,Yes,0,Yes,Yes,Yes,Not at all helpful,No,Not at all,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0198,2019,4,0,23,Yes,0,Yes,Other,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0122,2019,4,0,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,Yes,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0239,2019,4,0,21,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,0,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0192,2019,4,Yes,24,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0687,2019,4,Yes,24,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0375,2019,4,Yes,21,Yes,0,Yes,Other,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0034,2019,4,0,23,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0271,2019,4,Yes,23,0,0,,,,,0,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
